id;kecamatan_id;nama;kodepos;;
938;90;bojot;42177;;['id'=>'938','kecamatan_id'=>'90','nama'=>'bojot','kodepos'=>'42177'],
939;90;cemplang;42177;;['id'=>'939','kecamatan_id'=>'90','nama'=>'cemplang','kodepos'=>'42177'],
940;90;jawilan;42177;;['id'=>'940','kecamatan_id'=>'90','nama'=>'jawilan','kodepos'=>'42177'],
941;90;junti;42177;;['id'=>'941','kecamatan_id'=>'90','nama'=>'junti','kodepos'=>'42177'],
942;90;kareo;42177;;['id'=>'942','kecamatan_id'=>'90','nama'=>'kareo','kodepos'=>'42177'],
943;90;majasari;42177;;['id'=>'943','kecamatan_id'=>'90','nama'=>'majasari','kodepos'=>'42177'],
944;90;pagintungan;42177;;['id'=>'944','kecamatan_id'=>'90','nama'=>'pagintungan','kodepos'=>'42177'],
945;90;parakan;42177;;['id'=>'945','kecamatan_id'=>'90','nama'=>'parakan','kodepos'=>'42177'],
946;90;pasirbuyut;42177;;['id'=>'946','kecamatan_id'=>'90','nama'=>'pasirbuyut','kodepos'=>'42177'],
947;91;barengkok;42185;;['id'=>'947','kecamatan_id'=>'91','nama'=>'barengkok','kodepos'=>'42185'],
948;91;ciagel;42185;;['id'=>'948','kecamatan_id'=>'91','nama'=>'ciagel','kodepos'=>'42185'],
949;91;cijeruk;42185;;['id'=>'949','kecamatan_id'=>'91','nama'=>'cijeruk','kodepos'=>'42185'],
950;91;ketos;42185;;['id'=>'950','kecamatan_id'=>'91','nama'=>'ketos','kodepos'=>'42185'],
951;91;kibin;42185;;['id'=>'951','kecamatan_id'=>'91','nama'=>'kibin','kodepos'=>'42185'],
952;91;nagara;42185;;['id'=>'952','kecamatan_id'=>'91','nama'=>'nagara','kodepos'=>'42185'],
953;91;nambo ilir;42185;;['id'=>'953','kecamatan_id'=>'91','nama'=>'nambo ilir','kodepos'=>'42185'],
954;91;sukamaju;42185;;['id'=>'954','kecamatan_id'=>'91','nama'=>'sukamaju','kodepos'=>'42185'],
955;91;tambak;42185;;['id'=>'955','kecamatan_id'=>'91','nama'=>'tambak','kodepos'=>'42185'],
956;92;babakanjaya;42178;;['id'=>'956','kecamatan_id'=>'92','nama'=>'babakanjaya','kodepos'=>'42178'],
957;92;carenang udik;42178;;['id'=>'957','kecamatan_id'=>'92','nama'=>'carenang udik','kodepos'=>'42178'],
958;92;cidahu;42178;;['id'=>'958','kecamatan_id'=>'92','nama'=>'cidahu','kodepos'=>'42178'],
959;92;gabus;42178;;['id'=>'959','kecamatan_id'=>'92','nama'=>'gabus','kodepos'=>'42178'],
960;92;garut;42178;;['id'=>'960','kecamatan_id'=>'92','nama'=>'garut','kodepos'=>'42178'],
961;92;kopo;42178;;['id'=>'961','kecamatan_id'=>'92','nama'=>'kopo','kodepos'=>'42178'],
962;92;mekarbaru;42178;;['id'=>'962','kecamatan_id'=>'92','nama'=>'mekarbaru','kodepos'=>'42178'],
963;92;nanggung;42178;;['id'=>'963','kecamatan_id'=>'92','nama'=>'nanggung','kodepos'=>'42178'],
964;92;nyompok;42178;;['id'=>'964','kecamatan_id'=>'92','nama'=>'nyompok','kodepos'=>'42178'],
965;92;rancasumur;42178;;['id'=>'965','kecamatan_id'=>'92','nama'=>'rancasumur','kodepos'=>'42178'],
966;93;cisait;42184;;['id'=>'966','kecamatan_id'=>'93','nama'=>'cisait','kodepos'=>'42184'],
967;93;dukuh;42184;;['id'=>'967','kecamatan_id'=>'93','nama'=>'dukuh','kodepos'=>'42184'],
968;93;jeruk tipis;42184;;['id'=>'968','kecamatan_id'=>'93','nama'=>'jeruk tipis','kodepos'=>'42184'],
969;93;kendayakan;42184;;['id'=>'969','kecamatan_id'=>'93','nama'=>'kendayakan','kodepos'=>'42184'],
970;93;kragilan;42184;;['id'=>'970','kecamatan_id'=>'93','nama'=>'kragilan','kodepos'=>'42184'],
971;93;kramatjati;42184;;['id'=>'971','kecamatan_id'=>'93','nama'=>'kramatjati','kodepos'=>'42184'],
972;93;pematang;42184;;['id'=>'972','kecamatan_id'=>'93','nama'=>'pematang','kodepos'=>'42184'],
973;93;sentul;42184;;['id'=>'973','kecamatan_id'=>'93','nama'=>'sentul','kodepos'=>'42184'],
974;93;silebu;42184;;['id'=>'974','kecamatan_id'=>'93','nama'=>'silebu','kodepos'=>'42184'],
975;93;sukajadi;42184;;['id'=>'975','kecamatan_id'=>'93','nama'=>'sukajadi','kodepos'=>'42184'],
976;93;tegalmaja;42184;;['id'=>'976','kecamatan_id'=>'93','nama'=>'tegalmaja','kodepos'=>'42184'],
977;93;undar andir;42184;;['id'=>'977','kecamatan_id'=>'93','nama'=>'undar andir','kodepos'=>'42184'],
978;94;harjatani;42161;;['id'=>'978','kecamatan_id'=>'94','nama'=>'harjatani','kodepos'=>'42161'],
979;94;kramatwatu;42161;;['id'=>'979','kecamatan_id'=>'94','nama'=>'kramatwatu','kodepos'=>'42161'],
980;94;lebakwana;42161;;['id'=>'980','kecamatan_id'=>'94','nama'=>'lebakwana','kodepos'=>'42161'],
981;94;margasana;42161;;['id'=>'981','kecamatan_id'=>'94','nama'=>'margasana','kodepos'=>'42161'],
982;94;margatani;42161;;['id'=>'982','kecamatan_id'=>'94','nama'=>'margatani','kodepos'=>'42161'],
983;94;pamengkang;42161;;['id'=>'983','kecamatan_id'=>'94','nama'=>'pamengkang','kodepos'=>'42161'],
984;94;pegadingan;42161;;['id'=>'984','kecamatan_id'=>'94','nama'=>'pegadingan','kodepos'=>'42161'],
985;94;pejaten;42161;;['id'=>'985','kecamatan_id'=>'94','nama'=>'pejaten','kodepos'=>'42161'],
986;94;pelamunan;42161;;['id'=>'986','kecamatan_id'=>'94','nama'=>'pelamunan','kodepos'=>'42161'],
987;94;serdang;42161;;['id'=>'987','kecamatan_id'=>'94','nama'=>'serdang','kodepos'=>'42161'],
988;94;teluk terate;42161;;['id'=>'988','kecamatan_id'=>'94','nama'=>'teluk terate','kodepos'=>'42161'],
989;94;terate;42161;;['id'=>'989','kecamatan_id'=>'94','nama'=>'terate','kodepos'=>'42161'],
990;94;tonjong;42161;;['id'=>'990','kecamatan_id'=>'94','nama'=>'tonjong','kodepos'=>'42161'],
991;94;toyomerto;42161;;['id'=>'991','kecamatan_id'=>'94','nama'=>'toyomerto','kodepos'=>'42161'],
992;94;wanayasa;42161;;['id'=>'992','kecamatan_id'=>'94','nama'=>'wanayasa','kodepos'=>'42161'],
993;95;bolang;42181;;['id'=>'993','kecamatan_id'=>'95','nama'=>'bolang','kodepos'=>'42181'],
994;95;kamaruton;42181;;['id'=>'994','kecamatan_id'=>'95','nama'=>'kamaruton','kodepos'=>'42181'],
995;95;kebonratu;42181;;['id'=>'995','kecamatan_id'=>'95','nama'=>'kebonratu','kodepos'=>'42181'],
996;95;kencana harapan;42181;;['id'=>'996','kecamatan_id'=>'95','nama'=>'kencana harapan','kodepos'=>'42181'],
997;95;lebak kepuh;42181;;['id'=>'997','kecamatan_id'=>'95','nama'=>'lebak kepuh','kodepos'=>'42181'],
998;95;lebak wangi;42181;;['id'=>'998','kecamatan_id'=>'95','nama'=>'lebak wangi','kodepos'=>'42181'],
999;95;pegandikan;42181;;['id'=>'999','kecamatan_id'=>'95','nama'=>'pegandikan','kodepos'=>'42181'],
1000;95;purwadadi;42181;;['id'=>'1000','kecamatan_id'=>'95','nama'=>'purwadadi','kodepos'=>'42181'],
1001;95;teras bendung;42181;;['id'=>'1001','kecamatan_id'=>'95','nama'=>'teras bendung','kodepos'=>'42181'],
1002;95;tirem;42181;;['id'=>'1002','kecamatan_id'=>'95','nama'=>'tirem','kodepos'=>'42181'],
1003;96;angsana;42165;;['id'=>'1003','kecamatan_id'=>'96','nama'=>'angsana','kodepos'=>'42165'],
1004;96;bale kambang;42165;;['id'=>'1004','kecamatan_id'=>'96','nama'=>'bale kambang','kodepos'=>'42165'],
1005;96;bale kencana;42165;;['id'=>'1005','kecamatan_id'=>'96','nama'=>'bale kencana','kodepos'=>'42165'],
1006;96;batukuda;42165;;['id'=>'1006','kecamatan_id'=>'96','nama'=>'batukuda','kodepos'=>'42165'],
1007;96;cikedung;42165;;['id'=>'1007','kecamatan_id'=>'96','nama'=>'cikedung','kodepos'=>'42165'],
1008;96;ciwarna;42165;;['id'=>'1008','kecamatan_id'=>'96','nama'=>'ciwarna','kodepos'=>'42165'],
1009;96;labuan;42165;;['id'=>'1009','kecamatan_id'=>'96','nama'=>'labuan','kodepos'=>'42165'],
1010;96;mancak;42165;;['id'=>'1010','kecamatan_id'=>'96','nama'=>'mancak','kodepos'=>'42165'],
1011;96;pasirwaru;42165;;['id'=>'1011','kecamatan_id'=>'96','nama'=>'pasirwaru','kodepos'=>'42165'],
1012;96;sangiang;42165;;['id'=>'1012','kecamatan_id'=>'96','nama'=>'sangiang','kodepos'=>'42165'],
1013;96;sigedong;42165;;['id'=>'1013','kecamatan_id'=>'96','nama'=>'sigedong','kodepos'=>'42165'],
1014;96;talaga;42165;;['id'=>'1014','kecamatan_id'=>'96','nama'=>'talaga','kodepos'=>'42165'],
1015;96;waringin;42165;;['id'=>'1015','kecamatan_id'=>'96','nama'=>'waringin','kodepos'=>'42165'],
1016;96;winong;42165;;['id'=>'1016','kecamatan_id'=>'96','nama'=>'winong','kodepos'=>'42165'],
1017;97;kadubeureum;42163;;['id'=>'1017','kecamatan_id'=>'97','nama'=>'kadubeureum','kodepos'=>'42163'],
1018;97;pabuaran;42163;;['id'=>'1018','kecamatan_id'=>'97','nama'=>'pabuaran','kodepos'=>'42163'],
1019;97;pancanegara;42163;;['id'=>'1019','kecamatan_id'=>'97','nama'=>'pancanegara','kodepos'=>'42163'],
1020;97;pasanggrahan;42163;;['id'=>'1020','kecamatan_id'=>'97','nama'=>'pasanggrahan','kodepos'=>'42163'],
1021;97;sindangheula;42163;;['id'=>'1021','kecamatan_id'=>'97','nama'=>'sindangheula','kodepos'=>'42163'],
1022;97;sindangsari;42163;;['id'=>'1022','kecamatan_id'=>'97','nama'=>'sindangsari','kodepos'=>'42163'],
1023;97;talaga warna;42163;;['id'=>'1023','kecamatan_id'=>'97','nama'=>'talaga warna','kodepos'=>'42163'],
1024;97;tanjungsari;42163;;['id'=>'1024','kecamatan_id'=>'97','nama'=>'tanjungsari','kodepos'=>'42163'],
1025;98;barugbug;42168;;['id'=>'1025','kecamatan_id'=>'98','nama'=>'barugbug','kodepos'=>'42168'],
1026;98;batu kuwung;42168;;['id'=>'1026','kecamatan_id'=>'98','nama'=>'batu kuwung','kodepos'=>'42168'],
1027;98;bugel;42168;;['id'=>'1027','kecamatan_id'=>'98','nama'=>'bugel','kodepos'=>'42168'],
1028;98;cibojong;42168;;['id'=>'1028','kecamatan_id'=>'98','nama'=>'cibojong','kodepos'=>'42168'],
1029;98;ciomas;42168;;['id'=>'1029','kecamatan_id'=>'98','nama'=>'ciomas','kodepos'=>'42168'],
1030;98;cipayung;42168;;['id'=>'1030','kecamatan_id'=>'98','nama'=>'cipayung','kodepos'=>'42168'],
1031;98;cisaat;42168;;['id'=>'1031','kecamatan_id'=>'98','nama'=>'cisaat','kodepos'=>'42168'],
1032;98;citasuk;42168;;['id'=>'1032','kecamatan_id'=>'98','nama'=>'citasuk','kodepos'=>'42168'],
1033;98;curug goong;42168;;['id'=>'1033','kecamatan_id'=>'98','nama'=>'curug goong','kodepos'=>'42168'],
1034;98;kadu kempong;42168;;['id'=>'1034','kecamatan_id'=>'98','nama'=>'kadu kempong','kodepos'=>'42168'],
1035;98;kadubeureum;42168;;['id'=>'1035','kecamatan_id'=>'98','nama'=>'kadubeureum','kodepos'=>'42168'],
1036;98;kelumpang;42168;;['id'=>'1036','kecamatan_id'=>'98','nama'=>'kelumpang','kodepos'=>'42168'],
1037;98;kramatlaban;42168;;['id'=>'1037','kecamatan_id'=>'98','nama'=>'kramatlaban','kodepos'=>'42168'],
1038;98;padarincang;42168;;['id'=>'1038','kecamatan_id'=>'98','nama'=>'padarincang','kodepos'=>'42168'],
1039;99;binong;42179;;['id'=>'1039','kecamatan_id'=>'99','nama'=>'binong','kodepos'=>'42179'],
1040;99;damping;42179;;['id'=>'1040','kecamatan_id'=>'99','nama'=>'damping','kodepos'=>'42179'],
1041;99;kampung baru;42179;;['id'=>'1041','kecamatan_id'=>'99','nama'=>'kampung baru','kodepos'=>'42179'],
1042;99;keboncau;42179;;['id'=>'1042','kecamatan_id'=>'99','nama'=>'keboncau','kodepos'=>'42179'],
1043;99;pamarayan;42179;;['id'=>'1043','kecamatan_id'=>'99','nama'=>'pamarayan','kodepos'=>'42179'],
1044;99;pasir kembang;42179;;['id'=>'1044','kecamatan_id'=>'99','nama'=>'pasir kembang','kodepos'=>'42179'],
1045;99;pasirlimus;42179;;['id'=>'1045','kecamatan_id'=>'99','nama'=>'pasirlimus','kodepos'=>'42179'],
1046;99;pudar;42179;;['id'=>'1046','kecamatan_id'=>'99','nama'=>'pudar','kodepos'=>'42179'],
1047;99;sangiang;42179;;['id'=>'1047','kecamatan_id'=>'99','nama'=>'sangiang','kodepos'=>'42179'],
1048;99;wirana;42179;;['id'=>'1048','kecamatan_id'=>'99','nama'=>'wirana','kodepos'=>'42179'],
1049;100;bojong nangka;42172;;['id'=>'1049','kecamatan_id'=>'100','nama'=>'bojong nangka','kodepos'=>'42172'],
1050;100;cirangkong;42172;;['id'=>'1050','kecamatan_id'=>'100','nama'=>'cirangkong','kodepos'=>'42172'],
1051;100;cirendeu;42172;;['id'=>'1051','kecamatan_id'=>'100','nama'=>'cirendeu','kodepos'=>'42172'],
1052;100;kadugenep;42172;;['id'=>'1052','kecamatan_id'=>'100','nama'=>'kadugenep','kodepos'=>'42172'],
1053;100;kampung baru;42172;;['id'=>'1053','kecamatan_id'=>'100','nama'=>'kampung baru','kodepos'=>'42172'],
1054;100;kubang jaya;42172;;['id'=>'1054','kecamatan_id'=>'100','nama'=>'kubang jaya','kodepos'=>'42172'],
1055;100;mekar baru;42172;;['id'=>'1055','kecamatan_id'=>'100','nama'=>'mekar baru','kodepos'=>'42172'],
1056;100;nagara padang;42172;;['id'=>'1056','kecamatan_id'=>'100','nama'=>'nagara padang','kodepos'=>'42172'],
1057;100;padasuka;42172;;['id'=>'1057','kecamatan_id'=>'100','nama'=>'padasuka','kodepos'=>'42172'],
1058;100;petir;42172;;['id'=>'1058','kecamatan_id'=>'100','nama'=>'petir','kodepos'=>'42172'],
1059;100;sanding;42172;;['id'=>'1059','kecamatan_id'=>'100','nama'=>'sanding','kodepos'=>'42172'],
1060;100;seuat;42172;;['id'=>'1060','kecamatan_id'=>'100','nama'=>'seuat','kodepos'=>'42172'],
1061;100;seuat jaya;42172;;['id'=>'1061','kecamatan_id'=>'100','nama'=>'seuat jaya','kodepos'=>'42172'],
1062;100;sindangsari;42172;;['id'=>'1062','kecamatan_id'=>'100','nama'=>'sindangsari','kodepos'=>'42172'],
1063;100;tambiluk;42172;;['id'=>'1063','kecamatan_id'=>'100','nama'=>'tambiluk','kodepos'=>'42172'],
1064;101;domas;42192;;['id'=>'1064','kecamatan_id'=>'101','nama'=>'domas','kodepos'=>'42192'],
1065;101;kaserangan;42192;;['id'=>'1065','kecamatan_id'=>'101','nama'=>'kaserangan','kodepos'=>'42192'],
1066;101;kelapian;42192;;['id'=>'1066','kecamatan_id'=>'101','nama'=>'kelapian','kodepos'=>'42192'],
1067;101;kubang puji;42192;;['id'=>'1067','kecamatan_id'=>'101','nama'=>'kubang puji','kodepos'=>'42192'],
1068;101;linduk;42192;;['id'=>'1068','kecamatan_id'=>'101','nama'=>'linduk','kodepos'=>'42192'],
1069;101;pontang;42192;;['id'=>'1069','kecamatan_id'=>'101','nama'=>'pontang','kodepos'=>'42192'],
1070;101;pulokencana;42192;;['id'=>'1070','kecamatan_id'=>'101','nama'=>'pulokencana','kodepos'=>'42192'],
1071;101;singarajan;42192;;['id'=>'1071','kecamatan_id'=>'101','nama'=>'singarajan','kodepos'=>'42192'],
1072;101;suka jaya;42192;;['id'=>'1072','kecamatan_id'=>'101','nama'=>'suka jaya','kodepos'=>'42192'],
1073;101;sukanegara;42192;;['id'=>'1073','kecamatan_id'=>'101','nama'=>'sukanegara','kodepos'=>'42192'],
1074;101;wanayasa;42192;;['id'=>'1074','kecamatan_id'=>'101','nama'=>'wanayasa','kodepos'=>'42192'],
1075;102;argawana;42455;;['id'=>'1075','kecamatan_id'=>'102','nama'=>'argawana','kodepos'=>'42455'],
1076;102;banyuwangi;42455;;['id'=>'1076','kecamatan_id'=>'102','nama'=>'banyuwangi','kodepos'=>'42455'],
1077;102;gedung soka;42455;;['id'=>'1077','kecamatan_id'=>'102','nama'=>'gedung soka','kodepos'=>'42455'],
1078;102;mangunreja;42455;;['id'=>'1078','kecamatan_id'=>'102','nama'=>'mangunreja','kodepos'=>'42455'],
1079;102;margasari;42455;;['id'=>'1079','kecamatan_id'=>'102','nama'=>'margasari','kodepos'=>'42455'],
1080;102;pulo ampel;42455;;['id'=>'1080','kecamatan_id'=>'102','nama'=>'pulo ampel','kodepos'=>'42455'],
1081;102;pulo panjang;42455;;['id'=>'1081','kecamatan_id'=>'102','nama'=>'pulo panjang','kodepos'=>'42455'],
1082;102;salira;42455;;['id'=>'1082','kecamatan_id'=>'102','nama'=>'salira','kodepos'=>'42455'],
1083;102;sumuranja;42455;;['id'=>'1083','kecamatan_id'=>'102','nama'=>'sumuranja','kodepos'=>'42455'],
1084;103;bendung;42194;;['id'=>'1084','kecamatan_id'=>'103','nama'=>'bendung','kodepos'=>'42194'],
1085;103;cerukcuk;42194;;['id'=>'1085','kecamatan_id'=>'103','nama'=>'cerukcuk','kodepos'=>'42194'],
1086;103;cibodas;42194;;['id'=>'1086','kecamatan_id'=>'103','nama'=>'cibodas','kodepos'=>'42194'],
1087;103;lempuyang;42194;;['id'=>'1087','kecamatan_id'=>'103','nama'=>'lempuyang','kodepos'=>'42194'],
1088;103;pedaleman;42194;;['id'=>'1088','kecamatan_id'=>'103','nama'=>'pedaleman','kodepos'=>'42194'],
1089;103;siremen;42194;;['id'=>'1089','kecamatan_id'=>'103','nama'=>'siremen','kodepos'=>'42194'],
1090;103;sukamanah;42194;;['id'=>'1090','kecamatan_id'=>'103','nama'=>'sukamanah','kodepos'=>'42194'],
1091;103;tanara;42194;;['id'=>'1091','kecamatan_id'=>'103','nama'=>'tanara','kodepos'=>'42194'],
1092;103;tenjoayu;42194;;['id'=>'1092','kecamatan_id'=>'103','nama'=>'tenjoayu','kodepos'=>'42194'],
1093;104;alang alang;42193;;['id'=>'1093','kecamatan_id'=>'104','nama'=>'alang alang','kodepos'=>'42193'],
1094;104;kamanisan;42193;;['id'=>'1094','kecamatan_id'=>'104','nama'=>'kamanisan','kodepos'=>'42193'],
1095;104;kebon;42193;;['id'=>'1095','kecamatan_id'=>'104','nama'=>'kebon','kodepos'=>'42193'],
1096;104;kebuyutan;42193;;['id'=>'1096','kecamatan_id'=>'104','nama'=>'kebuyutan','kodepos'=>'42193'],
1097;104;laban;42193;;['id'=>'1097','kecamatan_id'=>'104','nama'=>'laban','kodepos'=>'42193'],
1098;104;lontar;42193;;['id'=>'1098','kecamatan_id'=>'104','nama'=>'lontar','kodepos'=>'42193'],
1099;104;pontang legon;42193;;['id'=>'1099','kecamatan_id'=>'104','nama'=>'pontang legon','kodepos'=>'42193'],
1100;104;puser;42193;;['id'=>'1100','kecamatan_id'=>'104','nama'=>'puser','kodepos'=>'42193'],
1101;104;samparwadi;42193;;['id'=>'1101','kecamatan_id'=>'104','nama'=>'samparwadi','kodepos'=>'42193'],
1102;104;sujung;42193;;['id'=>'1102','kecamatan_id'=>'104','nama'=>'sujung','kodepos'=>'42193'],
1103;104;susukan;42193;;['id'=>'1103','kecamatan_id'=>'104','nama'=>'susukan','kodepos'=>'42193'],
1104;104;tengkurak;42193;;['id'=>'1104','kecamatan_id'=>'104','nama'=>'tengkurak','kodepos'=>'42193'],
1105;104;tirtayasa;42193;;['id'=>'1105','kecamatan_id'=>'104','nama'=>'tirtayasa','kodepos'=>'42193'],
1106;104;wargasara;42193;;['id'=>'1106','kecamatan_id'=>'104','nama'=>'wargasara','kodepos'=>'42193'],
1107;105;bojong catang;42174;;['id'=>'1107','kecamatan_id'=>'105','nama'=>'bojong catang','kodepos'=>'42174'],
1108;105;bojong menteng;42174;;['id'=>'1108','kecamatan_id'=>'105','nama'=>'bojong menteng','kodepos'=>'42174'],
1109;105;bojong pandan;42174;;['id'=>'1109','kecamatan_id'=>'105','nama'=>'bojong pandan','kodepos'=>'42174'],
1110;105;kemuning ;42174;;['id'=>'1110','kecamatan_id'=>'105','nama'=>'kemuning ','kodepos'=>'42174'],
1111;105;malanggah;42174;;['id'=>'1111','kecamatan_id'=>'105','nama'=>'malanggah','kodepos'=>'42174'],
1112;105;pancaregang;42174;;['id'=>'1112','kecamatan_id'=>'105','nama'=>'pancaregang','kodepos'=>'42174'],
1113;105;panunggulan;42174;;['id'=>'1113','kecamatan_id'=>'105','nama'=>'panunggulan','kodepos'=>'42174'],
1114;105;sukasari;42174;;['id'=>'1114','kecamatan_id'=>'105','nama'=>'sukasari','kodepos'=>'42174'],
1115;105;tanjung teja;42174;;['id'=>'1115','kecamatan_id'=>'105','nama'=>'tanjung teja','kodepos'=>'42174'],
1116;106;binangun;42453;;['id'=>'1116','kecamatan_id'=>'106','nama'=>'binangun','kodepos'=>'42453'],
1117;106;cokopsulanjana;42453;;['id'=>'1117','kecamatan_id'=>'106','nama'=>'cokopsulanjana','kodepos'=>'42453'],
1118;106;kemuning;42453;;['id'=>'1118','kecamatan_id'=>'106','nama'=>'kemuning','kodepos'=>'42453'],
1119;106;melati;42453;;['id'=>'1119','kecamatan_id'=>'106','nama'=>'melati','kodepos'=>'42453'],
1120;106;sambilawang;42453;;['id'=>'1120','kecamatan_id'=>'106','nama'=>'sambilawang','kodepos'=>'42453'],
1121;106;sampir;42453;;['id'=>'1121','kecamatan_id'=>'106','nama'=>'sampir','kodepos'=>'42453'],
1122;106;sasahan;42453;;['id'=>'1122','kecamatan_id'=>'106','nama'=>'sasahan','kodepos'=>'42453'],
1123;106;suka dalem;42453;;['id'=>'1123','kecamatan_id'=>'106','nama'=>'suka dalem','kodepos'=>'42453'],
1124;106;sukabares;42453;;['id'=>'1124','kecamatan_id'=>'106','nama'=>'sukabares','kodepos'=>'42453'],
1125;106;talaga luhur;42453;;['id'=>'1125','kecamatan_id'=>'106','nama'=>'talaga luhur','kodepos'=>'42453'],
1126;106;waringinkurung;42453;;['id'=>'1126','kecamatan_id'=>'106','nama'=>'waringinkurung','kodepos'=>'42453'],
1127;107;batuceper;15122;;['id'=>'1127','kecamatan_id'=>'107','nama'=>'batuceper','kodepos'=>'15122'],
1128;107;batujaya;15121;;['id'=>'1128','kecamatan_id'=>'107','nama'=>'batujaya','kodepos'=>'15121'],
1129;107;batusari;15121;;['id'=>'1129','kecamatan_id'=>'107','nama'=>'batusari','kodepos'=>'15121'],
1130;107;kebon besar;15122;;['id'=>'1130','kecamatan_id'=>'107','nama'=>'kebon besar','kodepos'=>'15122'],
1131;107;poris gaga;15122;;['id'=>'1131','kecamatan_id'=>'107','nama'=>'poris gaga','kodepos'=>'15122'],
1132;107;poris gaga baru;15122;;['id'=>'1132','kecamatan_id'=>'107','nama'=>'poris gaga baru','kodepos'=>'15122'],
1133;107;poris jaya;15122;;['id'=>'1133','kecamatan_id'=>'107','nama'=>'poris jaya','kodepos'=>'15122'],
1134;108;belendung;15123;;['id'=>'1134','kecamatan_id'=>'108','nama'=>'belendung','kodepos'=>'15123'],
1135;108;benda;15125;;['id'=>'1135','kecamatan_id'=>'108','nama'=>'benda','kodepos'=>'15125'],
1136;108;jurumudi;15124;;['id'=>'1136','kecamatan_id'=>'108','nama'=>'jurumudi','kodepos'=>'15124'],
1137;108;jurumudi baru;15124;;['id'=>'1137','kecamatan_id'=>'108','nama'=>'jurumudi baru','kodepos'=>'15124'],
1138;108;pajang;15126;;['id'=>'1138','kecamatan_id'=>'108','nama'=>'pajang','kodepos'=>'15126'],
1139;109;cibodas;15138;;['id'=>'1139','kecamatan_id'=>'109','nama'=>'cibodas','kodepos'=>'15138'],
1140;109;cibodas baru;15138;;['id'=>'1140','kecamatan_id'=>'109','nama'=>'cibodas baru','kodepos'=>'15138'],
1141;109;cibodasari;15138;;['id'=>'1141','kecamatan_id'=>'109','nama'=>'cibodasari','kodepos'=>'15138'],
1142;109;jatiuwung;15134;;['id'=>'1142','kecamatan_id'=>'109','nama'=>'jatiuwung','kodepos'=>'15134'],
1143;109;panunggangan barat;15139;;['id'=>'1143','kecamatan_id'=>'109','nama'=>'panunggangan barat','kodepos'=>'15139'],
1144;109;uwung jaya;15138;;['id'=>'1144','kecamatan_id'=>'109','nama'=>'uwung jaya','kodepos'=>'15138'],
1145;110;paninggilan;15153;;['id'=>'1145','kecamatan_id'=>'110','nama'=>'paninggilan','kodepos'=>'15153'],
1146;110;paninggilan utara;15153;;['id'=>'1146','kecamatan_id'=>'110','nama'=>'paninggilan utara','kodepos'=>'15153'],
1147;110;parung serab;15153;;['id'=>'1147','kecamatan_id'=>'110','nama'=>'parung serab','kodepos'=>'15153'],
1148;110;sudimara barat;15151;;['id'=>'1148','kecamatan_id'=>'110','nama'=>'sudimara barat','kodepos'=>'15151'],
1149;110;sudimara jaya;15151;;['id'=>'1149','kecamatan_id'=>'110','nama'=>'sudimara jaya','kodepos'=>'15151'],
1150;110;sudimara selatan;15151;;['id'=>'1150','kecamatan_id'=>'110','nama'=>'sudimara selatan','kodepos'=>'15151'],
1151;110;sudimara timur;15151;;['id'=>'1151','kecamatan_id'=>'110','nama'=>'sudimara timur','kodepos'=>'15151'],
1152;110;tajur;15152;;['id'=>'1152','kecamatan_id'=>'110','nama'=>'tajur','kodepos'=>'15152'],
1153;111;cipondoh;15148;;['id'=>'1153','kecamatan_id'=>'111','nama'=>'cipondoh','kodepos'=>'15148'],
1154;111;cipondoh indah;15148;;['id'=>'1154','kecamatan_id'=>'111','nama'=>'cipondoh indah','kodepos'=>'15148'],
1155;111;cipondoh makmur;15148;;['id'=>'1155','kecamatan_id'=>'111','nama'=>'cipondoh makmur','kodepos'=>'15148'],
1156;111;gondrong;15146;;['id'=>'1156','kecamatan_id'=>'111','nama'=>'gondrong','kodepos'=>'15146'],
1157;111;kenanga;15146;;['id'=>'1157','kecamatan_id'=>'111','nama'=>'kenanga','kodepos'=>'15146'],
1158;111;ketapang;15147;;['id'=>'1158','kecamatan_id'=>'111','nama'=>'ketapang','kodepos'=>'15147'],
1159;111;petir;15147;;['id'=>'1159','kecamatan_id'=>'111','nama'=>'petir','kodepos'=>'15147'],
1160;111;poris plawad;15141;;['id'=>'1160','kecamatan_id'=>'111','nama'=>'poris plawad','kodepos'=>'15141'],
1161;111;poris plawad indah;15141;;['id'=>'1161','kecamatan_id'=>'111','nama'=>'poris plawad indah','kodepos'=>'15141'],
1162;111;poris plawad utara;15141;;['id'=>'1162','kecamatan_id'=>'111','nama'=>'poris plawad utara','kodepos'=>'15141'],
1163;112;alam jaya;15133;;['id'=>'1163','kecamatan_id'=>'112','nama'=>'alam jaya','kodepos'=>'15133'],
1164;112;gandasari;15137;;['id'=>'1164','kecamatan_id'=>'112','nama'=>'gandasari','kodepos'=>'15137'],
1165;112;jatake;15136;;['id'=>'1165','kecamatan_id'=>'112','nama'=>'jatake','kodepos'=>'15136'],
1166;112;keroncong;15134;;['id'=>'1166','kecamatan_id'=>'112','nama'=>'keroncong','kodepos'=>'15134'],
1167;112;manis jaya;15136;;['id'=>'1167','kecamatan_id'=>'112','nama'=>'manis jaya','kodepos'=>'15136'],
1168;112;pasir jaya;15135;;['id'=>'1168','kecamatan_id'=>'112','nama'=>'pasir jaya','kodepos'=>'15135'],
